Chuan Joo Hardware Co Pte Ltd,Low Soon Lee,Managing Director,chuanjoohware@pacific.net.sg,,(+65) 6298-7522 (+65) 6298-1632,(+65) 6296-3462,No. 18C Kranji Loop  Singapore 739554,Online,Furniture,DIY Hardware,"Steel Pipes, Steel Tubes, Hose Fittings,  Metal Products","Singapore Hardware Company Suppliers of Steel Pipes, Steel Tubes, Hose Fittings, Metal Products, Fabricated Structures, Iron, Metal Products, Metals, Pipes, Tubes, Hose Fittings, Pipe Accessories, Pipe Fittings, Pulleys, Steel Bars, Steel Channels, Steel Products, Steel Rods"
Chuan Kee Steel Pte Ltd,,,,,(+65) 6362-4809,(+65) 6362-4812,"2 Marsiling Industrial Estate Road 3, #01-48  Singapore 739249",Offline,Furniture,DIY Hardware,"Metal Products, Steel Fabricators","Singapore Steel Fabricators Suppliers of Metal Products, Steel Products, Steel Formwork, Steel Sand Buckets, Steel Tanks"
Chuan Kiat Metal & Industries Pte Ltd,,,ckmetal@singnet.com.sg,,(+65) 6861-1688,(+65) 6861-2226,8 Joo Koon Road  Singapore 628972,Online,Furniture,DIY Hardware,"Marine Supplies, Hardware, Pipes, Tubes,  Steel Grating, Building Supplies","Singapore Hardware Company Suppliers of Marine Supplies, Hardware, Pipes, Tubes, Steel Grating, Building Supplies, Metal & Mineral Wholesalers, Mild Steel Plate, M.S. Chequered Plates, Bulb Plate, Electro-Galvanised Sheet, COld Roler Sheet, Stainless Steel Sheet & Galvanizied Serrated Gratings"
Chuan-Fa Trading Pte Ltd,Ong Mah Tiong,Managing Director,chuanfa@pacific.net.sg,,(+65) 6743-5449,(+65) 6743-5421,554B MacPherson Road  Singapore 368230,Online,Furniture,DIY Hardware,"Architectural Glass, Building Materials,  Construction Materials","Singapore Building Materials Company. Trading, retail & wholesale of building materials, hardware, sanitary ware, Building Materials, Construction Materials, Architectural Glass, Glass, Glass Blocks or Bricks, Glass Working Equipment, Glass Working Tools, Structural Glass"
Chuan Seng Heng Hardware & Engineering Co Pte Ltd,Low Kok Hwa,Managing Director,cshecpl@mabox5.singnet.com.sg,,(+65) 6298-2633 (+65) 6298-2578,(+65) 6298-4017,52 Bendemeer Road  Singapore 339934,Online,Furniture,DIY Hardware,"Ship Repairers, Marine Services,  Hardware, Marine Equipment, Marine Supplies, Marine Services","Singapore Ship Repairers, Marine Services, Hardware, Marine Equipment, Marine Supplies, Marine Services, Construction hardware; Suppliers of all Kinds of Hardware Building Materials & API Pipes"
Chuan-Fa Trading Pte Ltd,Ong Mah Tiong,Managing Director,chuanfa@pacific.net.sg,,(+65) 6743-5449,(+65) 6743-5421,554B MacPherson Road  Singapore 368230,Online,Furniture,DIY Hardware,"Architectural Glass, Building Materials,  Construction Materials","Singapore Building Materials Company. Trading, retail & wholesale of building materials, hardware, sanitary ware, Building Materials, Construction Materials, Architectural Glass, Glass, Glass Blocks or Bricks, Glass Working Equipment, Glass Working Tools, Structural Glass"
Chung Industrial Enterprise,,,,,(+65) 6781-9898,(+65) 6781-1241,Blk 9008 Tampines St 93 #02-65  Singapore 528843,Offline,Furniture,DIY Hardware,"Aluminum Fabricators, Engineering  Services, Architectural Hardware, Ironmongery, Metalwork","Singapore Aluminum Fabricators, Singapore Engineering Services. Suppliers of Architectural Hardware, Ironmongers, Ironmongery, Metalwork, Electrical Equipment, Electrical Switchboards, Engineering Services, Steel Fabricators, Machinery Fabrication, Metal Products"
Chye Heng Lee Trading Company,Koh Chai Heng,,,,(+65) 6449-0585 (+65) 6758-5822,(+65) 6756-7138,Address Blk 20 Woodlands Link #01-08 Woodlands Ind.  Estate  Singapore 738733,Offline,Furniture,DIY Hardware,"Hardware, Electrical Accessories,  Importers, Exporters","Singapore Hardware Trading Company. Importers & Exporters, Distributing Goods & Services such as Basic Necessities, Hardware & Electrical Accessories"
Chye Hin Hardware Pte Ltd,,,sales@chyehin.com,,(+65) 6861-8801 (+65) 6861-8860,(+65) 6861-8866 (+65) 6861-8860,11 Gul Avenue Jurong  Singapore 629655,Online,Furniture,DIY Hardware,"Marine Supplies, Hardware, Stainless  Steel","Singapore stockist, importer & exporter for Structural and Mild Steel Products. Universal Beams and Columns, Light Beams and Joists, Bearing Piles, Steel Piles, Sheet Piles, Seamless Pipes, Carbon Steel Boiler Tubes, Heat Exchanger Tubes, Circular Steel Tubes, Welded Steel Pipes, Carbon Steel Pipes, Plain Channels, Lipped Channel, Galvanised Serrated Gratings, Expanded Metals, Square Bars, Carbon Steel Bars, Stainless Steel Products, Stainless Steel Sheets & Plates, Stainless Steel Angles & Flats, Stainless Steel Round Bars, Stainless Steel Welded Channels, Stainless Steel Welded Tubing, Stainless Steel Pipes"
Chye Seng Paints & Hardware Company,,,,,(+65) 6454-8424,(+65) 6452-5653,Blk 452 Ang Mo Kio Ave 10  Singapore 560452,Offline,Furniture,DIY Hardware,"Paints, Coatings, Hardware, Keys, Locks,  Fasteners","Singapore Hardware Company Suppliers of Paints, Coatings, Hardware, Keys, Locks, Fasteners"
D & E Manufacturing Pte Ltd,,,,,(+65) 6861-6616,(+65) 6862-2066,28 Tuas Avenue 10  Singapore 639148,Offline,Furniture,DIY Hardware,"Industrial Equipment, Industrial  Supplies, Industrial Services  Products","Singapore Industrial Supplies Company Suppliers of Industrial Equipment, Industrial Supplies, Industrial Services, Aluminum Molds, Die Casting Molds, Die Castings, Injection Moldings, Plastic Moldings, Metal Products, Metals, Moldings, Plastic Machinery, Steel Molds, Steelwork"
F T Services (S) Pte Ltd,,,,,(+65) 6298-3733,(+65) 6298-6766,"4 Kallang Avenue, #01-112 Kallang Avenue Industr  Singapore 339409",Offline,Furniture,DIY Hardware,"Marine Repairs, Marine Equipment, Marine  Equipment, Marine Supplies, Marine Services, Metal Products,  Pipes, Pipe Fittings, Industrial Equipment, Industrial  Supplies, Industrial Services","Singapore Engineering Company Suppliers of Marine Repairs, Marine Equipment, Marine Equipment, Marine Supplies, Marine Services, Metal Products, Pipes, Pipe Fittings, Industrial Equipment, Industrial Supplies, Industrial Services, Fabricated Structures, Fabricating Services, Fabricators, Steel Products, Trading Company, Pipe Repair Products, Emergency Boat Leak Products, Engineering Products, Stainless Steel Hose Clips"
G & L Hardware Marketing Pte Ltd,,,sales@glhardware.com,http://www.glhardware.com,(+65) 67446058,(+65) 67449948,50 Genting Lane #03-01 Cideco Industrial Complex Singapore 349558,Online,Furniture,DIY Hardware,"Aerosol Paints, Air Compressors, Air  Cooled Air Compressors, Angle Grinders, Band Saws, Battery  Chargers, Bench Drilling Machines, Boring Machines, Boring  Tools, Chucks, Welding Supplies","Singapore Hardware Company represents many Asian and European brands of electrical machines & tools, air-compressors for general industries & special purpose oil less compressor for the dental professional. Electric Power Tools, Bi-metal Hole Saws, Magnetic Boring Machines & Cutters, Aerosol Paint, Abrasive Cuttings & Grinding Discs, Masonry Drill Bits, Drill Chucks, Inverter Welding Sets, Rotary Hammers, Bench Drills, Bench Grinders & Miter Saws, Dental & Industrial Air-Compressors, Industrial High Pressure Cleaners, Hot Water High Pressure Cleaners, Industrial Vacuum Cleaners, Steam Cleaner, Safety Shoes, Micro Tools for Light Industrial Application, Submersible Pump, Adhesive Remover, Stainless Steel Polisher, Electrical Tapes"
G.C.E Engineering Pte Ltd,,,,,(+65) 68416235,(+65) 68416240,"1075 Eunos Avenue 6, #01-171  Singapore 409631",Offline,Furniture,DIY Hardware,"Stainless Steel, Kitchen Equipment,  Engineering Services, Engineers, Engineering Consultants,  Engineering Works","Singapore Engineering Company Manufacturers of Stainless Steel Commercial Kitchen Equipment, Fiberglass Fabricators, Foodservice Equipment, Gratings, Handrails, Kitchen Extraction Canopies, Kitchen Sinks, Railings"
G P Manufacturing (S) Pte Ltd,,,sales@gp-mfg.com.sg,,(+65) 65429233,(+65) 65429133,2 Loyang Street  Singapore 508837,Online,Furniture,DIY Hardware,"Engineering Services, Engineers,  Engineering Consultants, Engineering Works, Metalwork,  Hardware, Industrial Machinery, Industrial Equipment,  Industrial Supplies, Industrial Services","Singapore suppliers of metal stamping components and sub-assembly for the electronic, computer, industrial and consumer products, including office automation equipment throughout Asia. Engineering Services, Engineers, Engineering Consultants, Engineering Works, Metalwork, Hardware, Industrial Machinery, Industrial Equipment, Industrial Supplies, Industrial Services"
O S K Metal (S) Pte Ltd,,,,,(+65) 6760-1661,(+65) 6763-8880,22 Hillview Terrace  Singapore 669233,Offline,Furniture,DIY Hardware,"Metal Products, Copper Products","Singapore Metal Products Company Suppliers of Architectural Hardware, Ironmongers, Ironmongery, Metalwork, Copper, Copper Products, Copper Sheets, Metal Cutting Machines, Metal Cutting Services, Metal Products, Metal Shearing, Metal Shearing Machines, Metals"
