name;profile;url;categories;mobile;fax;email;website;address;data_source;category;sub-category;online;designation;poc
Ban Gee Choon;Singapore Building Supplies Company Suppliers of Hardware, Keys, Locks, Fasteners, Security Equipment, Security Systems;http://singapore-companies-directory.com/Company_Profiles/B10/ban_gee_choon.htm;Hardware, Keys, Locks, Fasteners;(+65) 6474-8994;(+65) 6479-4231;;;416, Pandan Gdns #02-123  Singapore 600416;singapore-companies-directory.com;Furniture;DIY Hardware;Offline;;
Ban Lee Paints & Hardware Supplier;Singapore Company Suppliers of Paints, Coatings, Hardware, Paint Wholesalers, Manufacturers, Paint Distributors, Paint Suppliers, Hardware, Keys & Locks, Fasteners;http://singapore-companies-directory.com/Company_Profiles/B12/ban_lee_paints_hardware_supplier.htm;Paints, Coatings, Hardware;(+65) 6382-3356;(+65) 6283-1357;;;Blk 108 Hougang Ave 1 #01-1303  Singapore;singapore-companies-directory.com;Furniture;DIY Hardware;Offline;;
Black & Decker Asia Pacific Pte Ltd;Singapore Pneumatic Tools, Power Tools Manufacturer of power, pneumatic tools, household electrical equipment & electronic products, hardware ironmongery & faucets;http://singapore-companies-directory.com/Company_Profiles/B50/black_decker_asia.htm;Pneumatic Tools, Power Tools Manufacturer;(+65) 6747-1711;(+65) 6565-0363;;;20 Toh Guan Road #05-00 CJ GLS Building  Singapore 608839;singapore-companies-directory.com;Furniture;DIY Hardware;Offline;;
Bossard Pte Ltd;Singapore Industrial Fasteners Company Suppliers of Hexalobular socket screws, Bolts, Plugs, Washers, Wood screws, Fasteners made of plastic, Hex cap screws and bolts, Slotted machine screws, Cross recessed machine screws, Dowel pins, Rivets, Split pins, Fasteners and locking elements in stainless steel, Adhesives, Nuts, Hex lock nuts, Threaded rods, Slotted set screws, Stud bolts, Self-tapping screws, Self-drilling screws, Thread forming screws, Fasteners made of Brass, Copper, Bronze, Aluminium, Operating elements, Spring loaded ball plungers;http://singapore-companies-directory.com/Company_Profiles/B64/bossard.htm;Industrial Fasteners;(+65) 6778-2515;(+65) 6778-1587;singapore@bossard.com;http://www.bossard.com.sg;U E Tech Park, #06-02 8 Pandan Crescent,  Singapore 128466;singapore-companies-directory.com;Furniture;DIY Hardware;Online;;
Century Marine Supply Pte Ltd;Singapore Marine Equipment Company Suppliers of a large range of marine hardware: Steel wire rope, P.P & nylon rope, bottlescrews & turnbuckles, shackles, anchors, anchor chain & fitting, hand winches, cargo blocks, navigation lights, container fittings and lashing equipment, fibre rope or synthetic rope including cargo nets, helicopter nets, gangway net, climbing nets;http://singapore-companies-directory.com/Company_Profiles/C28/century_marine.htm;Marine Equipment, Supplies, Ship  Chandlers, Winches, Ropes, Nets, Ladders;(+65) 6743-2663 (+65) 6743-2336;(+65) 6743-2342 (+65) 6748-6765;sales@century-marine.com;;Blk 1041 Eunos Ave 4 #01-100  Singapore 409793;singapore-companies-directory.com;Furniture;DIY Hardware;Online;;
Chee Cheong Trading Pte Ltd;Singapore Hardware Company Suppliers of Heavy Duty Industrial Castors, Medium Duty Industrial Castors, Light Industrial Castors, Castors for Installation to Tubes, Castors for Special Institutions Hospitals, research centres, steel office equipment and serving trolleys;http://singapore-companies-directory.com/Company_Profiles/C38/chee_cheong_trading.htm;Castors Manufacturers, Castor Wheel  Suppliers, Industrial Castors;(+65) 6298-7967;(+65) 6292-0139;info@cheecheong.com.my;;206 Rangoon Rd  Singapore 218452;singapore-companies-directory.com;Furniture;DIY Hardware;Online;;
Chee Fatt Co Pte Ltd;Singapore Importers, exporters of engineering hardware & tools, Marine Equipment, Marine Supplies, Offshore Equipment, Logistics Services, Power Tools;http://singapore-companies-directory.com/Company_Profiles/C38/chee_fatt.htm;Marine Equipment, Marine Supplies,  Offshore Equipment, Logistics Services, Power Tools;(+65) 6294-2066;(+65) 6297-0697;enquiries@cheefatt.com.sg;;54 Tanjong Penjuru  Singapore 609035;singapore-companies-directory.com;Furniture;DIY Hardware;Online;;
Cheung Fat Engineers & Supplies;Singapore Hardware Company Suppliers of Marine Equipment, Marine Locks, Marine Services, Engineering Equipment, Engineering Supplies;http://singapore-companies-directory.com/Company_Profiles/C46/cheung_fat_engineers.htm;Hardware, Marine Equipment, Marine Locks,  Marine Services;(+65) 6569-5296;(+65) 6892-7506;;;140 Upper Bukit Timah Road, #02-11 Beauty World  Plaza  Singapore;singapore-companies-directory.com;Furniture;DIY Hardware;Offline;;
Cheung Woh Metal Works (Pte) Ltd;Singapore Hardware Company Ironmongers, Suppliers of Hardware, Metalwork, Electroplating Equipment, Metal Shaping, Metal Stamping, Architectural Hardware, Ironmongers, Metalwork, Electroplating Equipment, Metal Shaping, Metalworking Services, Nickel Chrome Electroplating, Stainless Steel Passivation Services;http://singapore-companies-directory.com/Company_Profiles/C46/cheung_woh_metal.htm;Hardware, Ironmongers, Metalwork,  Electroplating Equipment, Metal Shaping;(+65) 6861-8036;(+65) 6861-5790;cheungwo@mbox4.singnet.com.sg;;23 Tuas Sth St 1 Jurong Industrial Estate  Singapore 638033;singapore-companies-directory.com;Furniture;DIY Hardware;Online;;
Cheung Woh Technologies Ltd;Singapore Ironmongers, Suppliers of Metalwork, Electroplating Equipment, Metal Shaping, Architectural Hardware, Ironmongers, Metalwork, Electroplating Equipment, Metal Shaping, Metalworking, Nickel Chrome Electroplating, Stainless Steel Passivation Services;http://singapore-companies-directory.com/Company_Profiles/C46/cheung_woh_technologies.htm;Hardware, Ironmongers, Metalwork,  Electroplating Equipment, Metal Shaping;(+65) 6861-8036;(+65) 6861-5784;cheungwo@mbox4.singnet.com.sg;;23 Tuas South Street 1  Singapore 638033;singapore-companies-directory.com;Furniture;DIY Hardware;Online;;
Chia Hiap Seng Hardware Company;Singapore Industrial Hardware Supplies Company Suppliers of Gears, Gear Cutting, Measuring Instruments, Industrial Equipment, Industrial Supplies, Industrial Services, Measuring Instruments, Calipers, Micrometers, Dial Indictors, Zero Setters, Plug Gages, Ring Gages, Gage Blocks, Pin Gages, top grade cutting, milling, turning and grinding accessories and tools for your machining needs.;http://singapore-companies-directory.com/Company_Profiles/C48/chia_hiap_seng.htm;Gears, Gear Cutting, Measuring  Instruments, Industrial Equipment, Industrial  Supplies, Industrial Services, Measuring Instruments,  Calipers, Micrometers, Dial Indictors, Zero Setters, Plug  Gages, Ring Gages, Gage Blocks, Pin Gages;(+65) 6547-8851 (+65) 6547-8852;(+65) 6547-8853;mail@chs.com.sg;;50 Ubi Ave 3, FRONTIER #01-22  Singapore 408866;singapore-companies-directory.com;Furniture;DIY Hardware;Online;;
Chia Hoe Mechanical Engineering Services;Singapore Engineers, Engineering Consultants, Engineering Works, Mechanical Engineering Works, Architectural Hardware, Ironmongers, Metalwork, Engineering Services, Jigs and Fixtures, Metal Stamping, Metal Stamping Tools, Metalworking Machinery, Metalworking Services, Toolmakers, Toolmaking Services.;http://singapore-companies-directory.com/Company_Profiles/C48/chia_hoe_mechanical.htm;Engineering Services, Engineers,  Engineering Consultants, Engineering Works;(+65) 6482-3439;(+65) 6482-2972;;;Blk 5038 Ang Mo Kio Industrial Park 2 #01-431  Singapore 569541;singapore-companies-directory.com;Furniture;DIY Hardware;Offline;;
Chin Huat Handware & Engineering (Pte) Ltd;Singapore Expanded Metals Machining Machine Company, Gears & Gear Cutting Shops, Industrial Machinery, Industrial Equipment, Industrial Supplies, Industrial Services;http://singapore-companies-directory.com/Company_Profiles/C52/chin_huat_handware.htm;Expanded Metals Machining, Machine Gears,  Cutting Shops;(+65) 6748-6913 (+65) 6841-0736;(+65) 6841-0742 (+65) 6841-0736;chuat@singnet.com.sg;;723 Geylang Road  Singapore 389634;singapore-companies-directory.com;Furniture;DIY Hardware;Online;;
Chin Huat Offshore Supply Pte Ltd;Singapore Offshore Supplies Company Suppliers of Pipes, Pipe Fittings, Marine Equipment, Marine Supplies, Marine Services, Plates, Sheet, Valves, Pipes, Tubes, Fittings, Flanges, Bolts & Nuts, Gaskets, Dish Heads, Machine Shop Services, Forging & Castings;http://singapore-companies-directory.com/Company_Profiles/C52/chin_huat_offshore.htm;Pipes, Pipe Fittings, Marine Equipment,  Marine Supplies, Marine Services;(+65) 6748-6913 (+65) 6841-0736;(+65) 6841-0736 (+65) 6841-0736;sales@chinhuat.com.sg;;723 Geylang Road  Singapore 389634;singapore-companies-directory.com;Furniture;DIY Hardware;Online;;
Chin Yuan Metal Pte Ltd;Singapore Hardware Company Suppliers of Marine Supplies, U-Bolts, Anchor Bolts, Pipe Clamps, Square Head Bolts, T- Bolts, Eye Bolts;http://singapore-companies-directory.com/Company_Profiles/C54/chin_yuan_metal.htm;Marine Supplies, U-Bolts, Anchor Bolts,  Pipe Clamps, Square Head Bolts, T-  Bolts, Eye Bolts;(+65) 6265-0550;(+65) 6262-0556 (+65) 6262-0550;chinyuan@singnet.com.sg;;75 Tuas Avenue 1  Singapore 639513;singapore-companies-directory.com;Furniture;DIY Hardware;Online;;
Chiron Hardware Trading;Singapore Hardware Company Suppliers of materials in sheets, rods, tubes, angle, bars, pipes, plates, ingots and more, namely Aluminium, Brass, Copper, Alu-Brass, Cupro Nickel, Naval Brass, Stainless Steel, Lead, Titanium, Manganese Bronze;http://singapore-companies-directory.com/Company_Profiles/C58/chiron_hardware.htm;Hardware, Aluminium, Brass, Copper, Alu-Brass,  Cupro Nickel, Naval Brass, Stainless Steel, Lead, Titanium, Maganese Bronze;(+65) 6748-3228 (+65) 6748-9765;(+65) 6748-3229 (+65) 6748-9765;sales@chironhardware.com.sg;;6 Ubi Road 1 #05-10 Wintech Centre  Singapore 408726;singapore-companies-directory.com;Furniture;DIY Hardware;Online;;Kriss Lee
Chop Aik Hong Pte Ltd;Singapore Hardware Trading Company Suppliers of Hardware, Hand Tools, Garden Tools, Sanitary Wares, Building Materials, Construction Materials. Importers & exporters of hardware, hand tools, garden tools, sanitary wares, Abrasives, Hand Tools, Cutting Tools,;http://singapore-companies-directory.com/Company_Profiles/C64/chop_aik_hong.htm;Hardware, Hand Tools, Garden Tools,  Sanitary Wares, Building Materials, Construction Materials;(+65) 6743-2828;(+65) 6742-8670;cahpl@singnet.com.sg;;30 Kallang Pudding Road #01-05 Valiant Industrial  Building  Singapore 349312;singapore-companies-directory.com;Furniture;DIY Hardware;Online;;
CHOP Kah Lam Hardware Engineering Pte Ltd;Singapore Hardware Engineering Company Suppliers of Hardware, Pipe Bending, Pipe Fabricating, Pipes, Pipe Fittings. Providing a wide range of engineering products by means of conventional and advanced machining processes.;http://singapore-companies-directory.com/Company_Profiles/C64/chop_kah_lam_hardware_engineering.htm;Hardware, Pipe Bending, Pipe Fabricating,  Pipes, Pipe Fittings;(+65) 6863-2887;(+65) 6863-2838;chopkl@starhub.net.sg;;39 Tuas Basin Link  Singapore 638772;singapore-companies-directory.com;Furniture;DIY Hardware;Online;;
Chop Keat Cheong;Singapore Hardware Engineering Company Suppliers of Metal Bending, Metal Straightening, Metal Products, Metal Bending & Straightening. Engineering Services, Engineers, Engineering Consultants, Engineering Works;http://singapore-companies-directory.com/Company_Profiles/C64/chop_keat_cheong.htm;Metal Bending, Metal Straightening, Metal  Products;(+65) 6296-7855;(+65) 6297-2862;;;154 Blk 2 Kallang Ave  Singapore;singapore-companies-directory.com;Furniture;DIY Hardware;Offline;;
Choy Hing Industries;Singapore Hardware Company, Suppliers of Keys, Locks, Fasteners, Architectural Hardware, Ironmongers, Ironmongery, Metalwork;http://singapore-companies-directory.com/Company_Profiles/C65/choy_hing_industries.htm;Hardware, Keys, Locks, Fasteners;(+65) 6481-8202;(+65) 6482-1671;;;5 Ang Mo Kio Industrial Park 2a, #03-17 Amk Tech Ii  Singapore 567760;singapore-companies-directory.com;Furniture;DIY Hardware;Offline;;
Chuan Heng Huat Pte Ltd;"Singapore Trading Company Suppliers of Hardware, Building Materials, Construction Materials, Glass Blocks ,Glass Bricks, Architectural, Block, Structural Glass, Glass, Glass Equipment, Hand Trucks. Trading of building materials, steel materials, cement, timber & plywood, hardware, food products; warehousing services; property investment";http://singapore-companies-directory.com/Company_Profiles/C69/chuan_heng_huat.htm;Hardware, Building Materials,  Construction Materials, Glass Blocks ,Glass Bricks;(+65) 6293-4003;(+65) 6296-6223;;;33 Cavan Rd  Singapore 209859;singapore-companies-directory.com;Furniture;DIY Hardware;Offline;;Ong Chwee Huat
Chuan Hock Hardware Co Pte Ltd;Singapore Hardware Company Suppliers of Pipes, Pipe Fittings, Marine Equipment, Marine Supplies;http://singapore-companies-directory.com/Company_Profiles/C69/chuan_hock_hardware.htm;Pipes, Pipe Fittings, Marine Equipment,  Marine Supplies;(+65) 6294-3818;(+65) 6294-9807;chuanhoc@singnet.com.sg;;35A Caven Rd  Singapore 209861;singapore-companies-directory.com;Furniture;DIY Hardware;Online;;
Chuan Huat Tong Kee Co;Singapore Hardware Company Suppliers of Hand Tools, Electric Tools, Building Materials, Hardware. Retailers of hand tools, electric tools, building materials. Stockist of Hardware & Engineering Materials - Copper, Brass & Brass Alloys, Bronze & Bronze Alloys, Copper Alloys & Special Alloys;http://singapore-companies-directory.com/Company_Profiles/C70/chuan_huat_tong_kee.htm;Hand Tools, Electric Tools, Building  Materials, Hardware;(+65) 6298-6928;(+65) 6298-7107;chtk.co@pacific.net.sg;;11 Syed Alwi Road #01-01 Teck Heng Long Industrial  Building  Singapore 207629;singapore-companies-directory.com;Furniture;DIY Hardware;Online;Manager;Lim Geok Hong
Chuan Joo Hardware Co Pte Ltd;Singapore Hardware Company Suppliers of Steel Pipes, Steel Tubes, Hose Fittings, Metal Products, Fabricated Structures, Iron, Metal Products, Metals, Pipes, Tubes, Hose Fittings, Pipe Accessories, Pipe Fittings, Pulleys, Steel Bars, Steel Channels, Steel Products, Steel Rods;http://singapore-companies-directory.com/Company_Profiles/C70/chuan_joo_hardware.htm;Steel Pipes, Steel Tubes, Hose Fittings,  Metal Products;(+65) 6298-7522 (+65) 6298-1632;(+65) 6296-3462;chuanjoohware@pacific.net.sg;;No. 18C Kranji Loop  Singapore 739554;singapore-companies-directory.com;Furniture;DIY Hardware;Online;Managing Director;Low Soon Lee
Chuan Kee Steel Pte Ltd;Singapore Steel Fabricators Suppliers of Metal Products, Steel Products, Steel Formwork, Steel Sand Buckets, Steel Tanks;http://singapore-companies-directory.com/Company_Profiles/C70/chuan_kee_steel.htm;Metal Products, Steel Fabricators;(+65) 6362-4809;(+65) 6362-4812;;;2 Marsiling Industrial Estate Road 3, #01-48  Singapore 739249;singapore-companies-directory.com;Furniture;DIY Hardware;Offline;;
Chuan Kiat Metal & Industries Pte Ltd;Singapore Hardware Company Suppliers of Marine Supplies, Hardware, Pipes, Tubes, Steel Grating, Building Supplies, Metal & Mineral Wholesalers, Mild Steel Plate, M.S. Chequered Plates, Bulb Plate, Electro-Galvanised Sheet, COld Roler Sheet, Stainless Steel Sheet & Galvanizied Serrated Gratings;http://singapore-companies-directory.com/Company_Profiles/C70/chuan_kiat_metal_industries.htm;Marine Supplies, Hardware, Pipes, Tubes,  Steel Grating, Building Supplies;(+65) 6861-1688;(+65) 6861-2226;ckmetal@singnet.com.sg;;8 Joo Koon Road  Singapore 628972;singapore-companies-directory.com;Furniture;DIY Hardware;Online;;
Chuan-Fa Trading Pte Ltd;Singapore Building Materials Company. Trading, retail & wholesale of building materials, hardware, sanitary ware, Building Materials, Construction Materials, Architectural Glass, Glass, Glass Blocks or Bricks, Glass Working Equipment, Glass Working Tools, Structural Glass;http://singapore-companies-directory.com/Company_Profiles/C71/chuan_fa_trading.htm;Architectural Glass, Building Materials,  Construction Materials;(+65) 6743-5449;(+65) 6743-5421;chuanfa@pacific.net.sg;;554B MacPherson Road  Singapore 368230;singapore-companies-directory.com;Furniture;DIY Hardware;Online;Managing Director;Ong Mah Tiong
Chuan Seng Heng Hardware & Engineering Co Pte Ltd;"Singapore Ship Repairers, Marine Services, Hardware, Marine Equipment, Marine Supplies, Marine Services, Construction hardware; Suppliers of all Kinds of Hardware Building Materials & API Pipes";http://singapore-companies-directory.com/Company_Profiles/C71/chuan_seng_heng_hardware_engineering.htm;Ship Repairers, Marine Services,  Hardware, Marine Equipment, Marine Supplies, Marine Services;(+65) 6298-2633 (+65) 6298-2578;(+65) 6298-4017;cshecpl@mabox5.singnet.com.sg;;52 Bendemeer Road  Singapore 339934;singapore-companies-directory.com;Furniture;DIY Hardware;Online;Managing Director;Low Kok Hwa
Chuan-Fa Trading Pte Ltd;Singapore Building Materials Company. Trading, retail & wholesale of building materials, hardware, sanitary ware, Building Materials, Construction Materials, Architectural Glass, Glass, Glass Blocks or Bricks, Glass Working Equipment, Glass Working Tools, Structural Glass;http://singapore-companies-directory.com/Company_Profiles/C71/chuan_fa_trading.htm;Architectural Glass, Building Materials,  Construction Materials;(+65) 6743-5449;(+65) 6743-5421;chuanfa@pacific.net.sg;;554B MacPherson Road  Singapore 368230;singapore-companies-directory.com;Furniture;DIY Hardware;Online;Managing Director;Ong Mah Tiong
Chung Industrial Enterprise;Singapore Aluminum Fabricators, Singapore Engineering Services. Suppliers of Architectural Hardware, Ironmongers, Ironmongery, Metalwork, Electrical Equipment, Electrical Switchboards, Engineering Services, Steel Fabricators, Machinery Fabrication, Metal Products;http://singapore-companies-directory.com/Company_Profiles/C73/chung_industrial_enterprise.htm;Aluminum Fabricators, Engineering  Services, Architectural Hardware, Ironmongery, Metalwork;(+65) 6781-9898;(+65) 6781-1241;;;Blk 9008 Tampines St 93 #02-65  Singapore 528843;singapore-companies-directory.com;Furniture;DIY Hardware;Offline;;
Chye Heng Lee Trading Company;Singapore Hardware Trading Company. Importers & Exporters, Distributing Goods & Services such as Basic Necessities, Hardware & Electrical Accessories;http://singapore-companies-directory.com/Company_Profiles/C75/chye_heng_lee_trading_company.htm;Hardware, Electrical Accessories,  Importers, Exporters;(+65) 6449-0585 (+65) 6758-5822;(+65) 6756-7138;;;Address Blk 20 Woodlands Link #01-08 Woodlands Ind.  Estate  Singapore 738733;singapore-companies-directory.com;Furniture;DIY Hardware;Offline;;Koh Chai Heng
Chye Hin Hardware Pte Ltd;Singapore stockist, importer & exporter for Structural and Mild Steel Products. Universal Beams and Columns, Light Beams and Joists, Bearing Piles, Steel Piles, Sheet Piles, Seamless Pipes, Carbon Steel Boiler Tubes, Heat Exchanger Tubes, Circular Steel Tubes, Welded Steel Pipes, Carbon Steel Pipes, Plain Channels, Lipped Channel, Galvanised Serrated Gratings, Expanded Metals, Square Bars, Carbon Steel Bars, Stainless Steel Products, Stainless Steel Sheets & Plates, Stainless Steel Angles & Flats, Stainless Steel Round Bars, Stainless Steel Welded Channels, Stainless Steel Welded Tubing, Stainless Steel Pipes;http://singapore-companies-directory.com/Company_Profiles/C75/chye_hin_hardware.htm;Marine Supplies, Hardware, Stainless  Steel;(+65) 6861-8801 (+65) 6861-8860;(+65) 6861-8866 (+65) 6861-8860;sales@chyehin.com;;11 Gul Avenue Jurong  Singapore 629655;singapore-companies-directory.com;Furniture;DIY Hardware;Online;;
Chye Seng Paints & Hardware Company;Singapore Hardware Company Suppliers of Paints, Coatings, Hardware, Keys, Locks, Fasteners;http://singapore-companies-directory.com/Company_Profiles/C76/chye_seng_paints_hardware.htm;Paints, Coatings, Hardware, Keys, Locks,  Fasteners;(+65) 6454-8424;(+65) 6452-5653;;;Blk 452 Ang Mo Kio Ave 10  Singapore 560452;singapore-companies-directory.com;Furniture;DIY Hardware;Offline;;
D & E Manufacturing Pte Ltd;Singapore Industrial Supplies Company Suppliers of Industrial Equipment, Industrial Supplies, Industrial Services, Aluminum Molds, Die Casting Molds, Die Castings, Injection Moldings, Plastic Moldings, Metal Products, Metals, Moldings, Plastic Machinery, Steel Molds, Steelwork;http://singapore-companies-directory.com/Company_Profiles/D1/d_e_manufacturing.htm;Industrial Equipment, Industrial  Supplies, Industrial Services  Products;(+65) 6861-6616;(+65) 6862-2066;;;28 Tuas Avenue 10  Singapore 639148;singapore-companies-directory.com;Furniture;DIY Hardware;Offline;;
F T Services (S) Pte Ltd;Singapore Engineering Company Suppliers of Marine Repairs, Marine Equipment, Marine Equipment, Marine Supplies, Marine Services, Metal Products, Pipes, Pipe Fittings, Industrial Equipment, Industrial Supplies, Industrial Services, Fabricated Structures, Fabricating Services, Fabricators, Steel Products, Trading Company, Pipe Repair Products, Emergency Boat Leak Products, Engineering Products, Stainless Steel Hose Clips;http://singapore-companies-directory.com/Company_Profiles/F1/ft_services.htm;Marine Repairs, Marine Equipment, Marine  Equipment, Marine Supplies, Marine Services, Metal Products,  Pipes, Pipe Fittings, Industrial Equipment, Industrial  Supplies, Industrial Services;(+65) 6298-3733;(+65) 6298-6766;;;4 Kallang Avenue, #01-112 Kallang Avenue Industr  Singapore 339409;singapore-companies-directory.com;Furniture;DIY Hardware;Offline;;
G & L Hardware Marketing Pte Ltd;Singapore Hardware Company represents many Asian and European brands of electrical machines & tools, air-compressors for general industries & special purpose oil less compressor for the dental professional. Electric Power Tools, Bi-metal Hole Saws, Magnetic Boring Machines & Cutters, Aerosol Paint, Abrasive Cuttings & Grinding Discs, Masonry Drill Bits, Drill Chucks, Inverter Welding Sets, Rotary Hammers, Bench Drills, Bench Grinders & Miter Saws, Dental & Industrial Air-Compressors, Industrial High Pressure Cleaners, Hot Water High Pressure Cleaners, Industrial Vacuum Cleaners, Steam Cleaner, Safety Shoes, Micro Tools for Light Industrial Application, Submersible Pump, Adhesive Remover, Stainless Steel Polisher, Electrical Tapes;http://singapore-companies-directory.com/Company_Profiles/G1/g&l_hardware_marketing.htm;Aerosol Paints, Air Compressors, Air  Cooled Air Compressors, Angle Grinders, Band Saws, Battery  Chargers, Bench Drilling Machines, Boring Machines, Boring  Tools, Chucks, Welding Supplies;(+65) 67446058;(+65) 67449948;sales@glhardware.com;http://www.glhardware.com;50 Genting Lane #03-01 Cideco Industrial Complex Singapore 349558;singapore-companies-directory.com;Furniture;DIY Hardware;Online;;
G.C.E Engineering Pte Ltd;Singapore Engineering Company Manufacturers of Stainless Steel Commercial Kitchen Equipment, Fiberglass Fabricators, Foodservice Equipment, Gratings, Handrails, Kitchen Extraction Canopies, Kitchen Sinks, Railings;http://singapore-companies-directory.com/Company_Profiles/G1/gce_engineering.htm;Stainless Steel, Kitchen Equipment,  Engineering Services, Engineers, Engineering Consultants,  Engineering Works;(+65) 68416235;(+65) 68416240;;;1075 Eunos Avenue 6, #01-171  Singapore 409631;singapore-companies-directory.com;Furniture;DIY Hardware;Offline;;
