name;profile;url;categories;mobile;fax;email;website;address;data_source;category;sub-category;online;designation;poc
Alain Figaret (Singapore) Pte Ltd;Singapore Boutiques, Fashion Retailers, Singapore Fashion Wholesalers, Fashion Garment Manufacturers;http://singapore-companies-directory.com/Company_Profiles/A69/alain_figaret.htm;Boutiques, Fashion Retailers, Fashion  Wholesalers, Fashion Manufacturers;(+65) 6334-3310;(+65) 6334-3310;;;9, Raffles Boulavard #01-83 Millenia Walk Singapore 039596;singapore-companies-directory.com;Mens Fasion;Clothes;Offline;;
Alef Motif;Singapore Boutiques, Fashion Retailers, Singapore Fashion Shops, Fashion Wholesalers, Fashion Manufacturers;http://singapore-companies-directory.com/Company_Profiles/A72/alef_motif.htm;Boutiques, Fashion Retailers, Fashion  Wholesalers, Fashion Manufacturers;(+65) 6292-0584;;;;11, Baghdad St Singapore 199651;singapore-companies-directory.com;Mens Fasion;Clothes;Offline;;
Allan Chong Fashion Trading Company;Singapore Children Wear Company Suppliers of Children's Clothes, Infants Clothes, Children's & Infants' Wear Manufacturers, Wholesalers, Distributors;http://singapore-companies-directory.com/Company_Profiles/A77/allan_chong_fashion.htm;Children's Clothes, Infants Clothes,  Manufacturers, Wholesalers, Distributors;(+65) 6744-3298;;;;288A Mac Pherson Rd Singapore;singapore-companies-directory.com;Mens Fasion;Clothes;Offline;;
Alpha-Vine Marketing Pte Ltd;Singapore Lingerie Company Suppliers of Lingerie, Sexy Underwear, Sexy Singapore Ladies Garments;http://singapore-companies-directory.com/Company_Profiles/A84/alpha_vine_marketing.htm;Lingerie, Sexy Underwear, Sexy Garments;(+65) 6468-8660;;;;18, Mandai Est Singapore 729910;singapore-companies-directory.com;Mens Fasion;Clothes;Offline;;
Alpha Apparel;Singapore Clothing Company Suppliers of Clothes, Garments, Manufacturers, Wholesalers, Retailers, Clothing Manufacturers, Wholesalers, Distributors;http://singapore-companies-directory.com/Company_Profiles/A83/alpha_apparel.htm;Clothing, Clothes, Garments,  Manufacturers, Wholesalers, Retailers;(+65) 6741-8498;(+65) 6741-7554;;;51 Lor 3 Geylang #05-07 Singapore 339159;singapore-companies-directory.com;Mens Fasion;Clothes;Offline;;
Anglia Clothiers Pte Ltd;Singapore Boutique, Fashion Clothes Retailers, Fashion Clothing Wholesalers, Fashion Manufacturers. Clothing and Shoes Stores;http://singapore-companies-directory.com/Company_Profiles/A107/anglia_clothiers.htm;Boutiques, Fashion Retailers, Fashion  Wholesalers, Fashion Manufacturers;(+65) 6294-9180;(+65) 6234-3784;;;76 Arab St Singapore 199773;singapore-companies-directory.com;Mens Fasion;Clothes;Offline;;
Anritsu Pte Ltd;Singapore Department Store Suppliers of Corporate Gifts, Silk-screen Printing, T-shirts, Embroidery;http://singapore-companies-directory.com/Company_Profiles/A110/anritsu.htm;Department Stores, Corporate Gifts,  Silk-screen Printing, T-shirts, Embroidery;(+65) 6226-3380;;;;31a Mosque St Singapore 059509;singapore-companies-directory.com;Mens Fasion;Clothes;Offline;;
Arcade Tailoring Company;Singapore Suppliers of Clothing, Clothes, Garments, Manufacturers, Wholesalers, Retailers Clothing Manufacturers, Clothing Wholesalers, Clothing Distributors;http://singapore-companies-directory.com/Company_Profiles/A123/arcade_tailoring.htm;Clothing, Clothes, Garments,  Manufacturers, Wholesalers, Retailers;(+65) 6348-3750;;;;30, Amber Gdns Amber Glades Singapore 439964;singapore-companies-directory.com;Mens Fasion;Clothes;Offline;;
Arms Enterprise (Singapore) Pte Ltd;Singapore Garments, Sportswear Manufacturers, Suppliers of golfing apparels & t-shirts, company T-shirts and uniform apparels. Made from various kinds of quality textile materials, our fabric range includes 100% cotton, cotton-polyester mixed as well as anti-static & anti-flaming textile materials.;http://singapore-companies-directory.com/Company_Profiles/A128/arms_enterprise.htm;Garments, Sportswear, Golfing Apparels,  Golf T shirts;(+65) 6861-0256;;sales@revo.com.sg;;271 Kakit Bukit Avenue 1 Singapore 416070;singapore-companies-directory.com;Mens Fasion;Clothes;Online;;
Asia Apparel Pte Ltd;Singapore Tee Shirts Wholesalers, T-Shirt Manufacturers Suppliers of Caps, T-shirts, Corporate Gifts, Digital Printing;http://singapore-companies-directory.com/Company_Profiles/A200/asia_apparel.htm;Tee Shirts Wholesalers, T-Shirt  Manufacturers;(+65) 6747-0105;;;;180, Paya Lebar Rd #05-05 Yi Guang Fty Bldg Singapore 409032;singapore-companies-directory.com;Mens Fasion;Clothes;Offline;;
Asia Bros (S) Pte Ltd;Singapore Garments Company, T-Shirt Manufacturers, Garment Manufacturers Clothes Wholesalers, T-Shirt Distributors;http://singapore-companies-directory.com/Company_Profiles/A200/asia_bros.htm;Tee Shirts Wholesalers, T-Shirt Manufacturers;(+65) 6744-3668;;;;57, Genting Lane Singapore 349564;singapore-companies-directory.com;Mens Fasion;Clothes;Offline;;
Asia Brothers Singapore Pte Ltd;Singapore Trading Company Suppliers of Leather Clothes, Knitted Garments Manufacturers. International trading company with Head Office In Singapore & offices in India, China, Indonesia & Vietnam. Singapore Based Manufacturer of cotton Knit garments, leather garments goods from India.;http://singapore-companies-directory.com/Company_Profiles/A200/asia_brothers.htm;Leather Clothes, Knitted Garments  Manufacturers;(+65) 6744-3668;(+65) 6744-6302;;;R Ramnath  57 Senting Lane #10-00 Singapore 349564;singapore-companies-directory.com;Mens Fasion;Clothes;Offline;;R Ramnath 
Asia Garment Manufacturer;Singapore Clothing Manufacturers, Clothes Wholesalers, Clothes Distributors;http://singapore-companies-directory.com/Company_Profiles/A137/asia_garment_manufacturer.htm;Clothing, Clothes, Garments,  Manufacturers, Wholesalers, Retailers;(+65) 6250-8396;(+65) 6841-7697;;;1008 Toa Payoh Nth #05-08 Singapore;singapore-companies-directory.com;Mens Fasion;Clothes;Offline;;
Asiat-Shirt.Com Pte Ltd;Singapore T-shirt Wholesalers, Singapore T-shirt Manufacturers, Singapore T-shirt Retailers;http://singapore-companies-directory.com/Company_Profiles/A148/asiat_shirt.htm;Tee Shirts Wholesalers, T-Shirt  Manufacturers;(+65) 6266-8888;(+65) 6299-3001;;;200, Jln Sultan Textile Centre Singapore 199018;singapore-companies-directory.com;Mens Fasion;Clothes;Offline;;
Aspirez LLP;Singapore company which specialises in the wholesale and distribution of executive accessories, Ties, Cufflinks through an established supply network, our clients enjoy efficient and reliable services from us.;http://singapore-companies-directory.com/Company_Profiles/A151/aspirez.htm;Ties, Cufflinks;(+65) 6397-2616;(+65) 6397-2616;ferrine@aspirez.com.sg;;Ferrine Seik  11 Lucky Heights Singapore;singapore-companies-directory.com;Mens Fasion;Clothes;Online;;Ferrine Seik 
AT Singapore Trading;Singapore Trading Company Suppliers of Nighties, Children's Wear, T-shirts, Ladies Wear, Summer Eveningwear Dresses, Knitted & Woven, Garments, Manufacturing, & Garment Designing;http://singapore-companies-directory.com/Company_Profiles/A156/at_singapore_trading.htm;Garments Trading;(+65) 8414-7876;;;;Mecpherson Road Post Office, Post Box-025 Singapore;singapore-companies-directory.com;Mens Fasion;Clothes;Offline;;Mecpherson Road Post Office, Post Box-025 Singapore
Aureus Pte Ltd;Singapore Trading Company Suppliers of Clothes, Computers, Bitumen, Electronics, Hardware;http://singapore-companies-directory.com/Company_Profiles/A162/aureus.htm;Trading Companies, Clothes, Computers,  Bitumen, Electronics, Hardware;(+65) 9008-8051;(+65) 6584-3848;;;Khaira Jasbinder  Kaki Bukit Place Singapore 510189;singapore-companies-directory.com;Mens Fasion;Clothes;Offline;;Khaira Jasbinder  Kaki Bukit Place Singapore
Avenue Apparels (S) Pte Ltd;Singapore Clothing Company Suppliers of Tee Shirts, Polo-Tee, Uniform, Caps, Silkscreen Printing & Embroidery Service, Towel, Apron, Windbreakers, Tank-Top, Landyards, Mouse Pads, Golf Balls, Event Management, Souvenirs, Garments, Ties, Shirts, School Uniforms, Jackets, Heat Transfer Caps;http://singapore-companies-directory.com/Company_Profiles/A169/avenue_apparels.htm;Caps, Garments;(+65) 6298-2526;(+65) 6298-1217;aveapp@singnet.com.sg;;103 Boon Keng Rd #04-14/15 Singapore 339774;singapore-companies-directory.com;Mens Fasion;Clothes;Online;;
Avertex Enterprise;Singapore T-shirt Company, Tee Shirts Wholesalers, T-Shirt Manufacturers;http://singapore-companies-directory.com/Company_Profiles/A169/avertex_enterprise.htm;Tee Shirts Wholesalers, T-Shirt  Manufacturers;(+65) 6781-5475;;;;9002, Tampines St 93 #04-12 Singapore 528836;singapore-companies-directory.com;Mens Fasion;Clothes;Offline;;
